country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",26-04-2025 18:00:00,24.792403,84.992416,NO2,1,8,5
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",26-04-2025 18:00:00,24.762518,84.982348,NO2,15,19,18
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",26-04-2025 18:00:00,24.762518,84.982348,NH3,3,4,3
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",26-04-2025 18:00:00,24.762518,84.982348,SO2,8,11,9
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",26-04-2025 18:00:00,24.762518,84.982348,OZONE,3,81,54
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",26-04-2025 18:00:00,25.697189,85.2459,NO2,NA,NA,NA
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",26-04-2025 18:00:00,25.697189,85.2459,NH3,NA,NA,NA
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",26-04-2025 18:00:00,25.560083,87.553265,NH3,1,3,1
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",26-04-2025 18:00:00,25.560083,87.553265,CO,8,95,43
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",26-04-2025 18:00:00,26.0881305,87.93840336,PM2.5,18,83,44
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",26-04-2025 18:00:00,26.0881305,87.93840336,PM10,44,199,97
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26-04-2025 18:00:00,26.446912,91.439057,SO2,2,5,3
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26-04-2025 18:00:00,26.446912,91.439057,CO,14,41,25
India,Assam,Silchar,"Tarapur, Silchar - PCBA",26-04-2025 18:00:00,24.82827,92.79525,PM10,38,60,49
India,Assam,Silchar,"Tarapur, Silchar - PCBA",26-04-2025 18:00:00,24.82827,92.79525,NO2,5,12,7
India,Assam,Silchar,"Tarapur, Silchar - PCBA",26-04-2025 18:00:00,24.82827,92.79525,CO,16,22,19
India,Assam,Silchar,"Tarapur, Silchar - PCBA",26-04-2025 18:00:00,24.82827,92.79525,OZONE,1,8,4
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26-04-2025 18:00:00,26.987634,94.636574,NH3,3,4,3
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26-04-2025 18:00:00,26.987634,94.636574,CO,14,41,18
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26-04-2025 18:00:00,26.987634,94.636574,OZONE,3,8,5
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",26-04-2025 18:00:00,25.5626095,84.663264,SO2,7,10,9
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",26-04-2025 18:00:00,13.615387,79.40923,PM10,44,105,73
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",26-04-2025 18:00:00,13.615387,79.40923,NO2,8,26,13
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",26-04-2025 18:00:00,13.615387,79.40923,SO2,14,23,17
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",26-04-2025 18:00:00,13.615387,79.40923,OZONE,21,35,29
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",26-04-2025 18:00:00,16.536107,80.594233,NH3,3,6,4
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",26-04-2025 18:00:00,16.486692,80.699436,PM10,45,60,52
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",26-04-2025 18:00:00,16.486692,80.699436,OZONE,17,32,25
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",26-04-2025 18:00:00,16.509717,80.612222,CO,28,35,30
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",26-04-2025 18:00:00,26.0881305,87.93840336,OZONE,11,20,16
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",26-04-2025 18:00:00,27.308328,84.531742,SO2,6,7,7
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",26-04-2025 18:00:00,27.308328,84.531742,OZONE,13,77,56
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",26-04-2025 18:00:00,26.63086,84.90051,PM10,105,500,176
India,Bihar,Munger,"Town Hall, Munger - BSPCB",26-04-2025 18:00:00,25.376776,86.471523,NH3,1,9,6
India,Bihar,Munger,"Town Hall, Munger - BSPCB",26-04-2025 18:00:00,25.376776,86.471523,SO2,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB",26-04-2025 18:00:00,25.376776,86.471523,CO,16,71,40
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",26-04-2025 18:00:00,16.554731,80.64911,PM2.5,55,88,67
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",26-04-2025 18:00:00,17.72,83.3,SO2,5,12,8
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",26-04-2025 18:00:00,27.103358,93.679645,PM10,NA,NA,NA
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",26-04-2025 18:00:00,27.103358,93.679645,SO2,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26-04-2025 18:00:00,26.071318,91.87488,CO,48,64,56
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",26-04-2025 18:00:00,14.675886,77.593027,OZONE,11,37,32
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",26-04-2025 18:00:00,13.20488,79.097889,PM2.5,50,300,121
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",26-04-2025 18:00:00,13.20488,79.097889,PM10,45,154,86
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",26-04-2025 18:00:00,13.20488,79.097889,SO2,12,15,13
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",26-04-2025 18:00:00,13.20488,79.097889,OZONE,16,35,26
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",26-04-2025 18:00:00,16.9872867,81.7363176,PM10,24,46,36
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",26-04-2025 18:00:00,25.204762,85.51496,PM10,NA,NA,NA
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",26-04-2025 18:00:00,25.204762,85.51496,CO,6,12,11
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",26-04-2025 18:00:00,25.56752,83.966379,CO,19,29,26
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",26-04-2025 18:00:00,25.7808257,84.7446768,NH3,5,7,6
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",26-04-2025 18:00:00,25.7808257,84.7446768,CO,14,45,29
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",26-04-2025 18:00:00,24.7955,84.9994,PM2.5,28,277,105
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",26-04-2025 18:00:00,25.42742023,86.13886079,NO2,113,250,147
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",26-04-2025 18:00:00,25.42742023,86.13886079,NH3,11,12,12
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",26-04-2025 18:00:00,25.251013,86.989001,PM2.5,33,97,57
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",26-04-2025 18:00:00,25.251013,86.989001,CO,8,20,11
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",26-04-2025 18:00:00,25.265194,87.012947,PM10,65,185,99
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26-04-2025 18:00:00,26.10887,91.589544,CO,26,45,34
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26-04-2025 18:00:00,26.349082,92.68449,PM10,24,500,145
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26-04-2025 18:00:00,26.349082,92.68449,NO2,1,25,5
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26-04-2025 18:00:00,26.446912,91.439057,NO2,1,6,3
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",26-04-2025 18:00:00,11.654054,92.734055,SO2,1,32,14
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",26-04-2025 18:00:00,16.5150833,80.5181667,PM2.5,23,64,38
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",26-04-2025 18:00:00,25.592539,85.227158,OZONE,12,191,191
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",26-04-2025 18:00:00,25.610369,85.132568,SO2,22,26,24
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",26-04-2025 18:00:00,25.610369,85.132568,OZONE,60,61,60
India,Bihar,Patna,"Muradpur, Patna - BSPCB",26-04-2025 18:00:00,25.619651,85.147382,OZONE,6,41,37
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",26-04-2025 18:00:00,25.599486,85.113666,NO2,18,98,54
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",26-04-2025 18:00:00,25.599486,85.113666,NH3,3,20,8
India,Bihar,Patna,"Samanpura, Patna - BSPCB",26-04-2025 18:00:00,25.596727,85.085624,PM10,81,489,192
India,Bihar,Patna,"Samanpura, Patna - BSPCB",26-04-2025 18:00:00,25.596727,85.085624,CO,5,112,12
India,Bihar,Patna,"Samanpura, Patna - BSPCB",26-04-2025 18:00:00,25.596727,85.085624,OZONE,79,92,86
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",26-04-2025 18:00:00,22.12665,83.483212,NH3,2,2,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",26-04-2025 18:00:00,22.12665,83.483212,CO,32,85,47
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",26-04-2025 18:00:00,22.1910172,83.5197009,PM10,83,401,138
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",26-04-2025 18:00:00,22.1910172,83.5197009,NO2,18,83,42
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",26-04-2025 18:00:00,22.1910172,83.5197009,CO,16,67,22
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",26-04-2025 18:00:00,21.258815,81.578979,PM2.5,32,56,44
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",26-04-2025 18:00:00,21.258815,81.578979,CO,22,43,27
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",26-04-2025 18:00:00,21.219665,81.630094,PM2.5,NA,NA,NA
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",26-04-2025 18:00:00,28.5512005,77.2735737,CO,17,146,41
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",26-04-2025 18:00:00,28.656756,77.227234,CO,57,119,57
India,Delhi,Delhi,"DTU, Delhi - CPCB",26-04-2025 18:00:00,28.7500499,77.1112615,CO,22,86,46
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",26-04-2025 18:00:00,28.498571,77.26484,PM10,101,311,196
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",26-04-2025 18:00:00,28.498571,77.26484,CO,2,116,15
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",26-04-2025 18:00:00,28.5710274,77.0719006,PM2.5,33,396,233
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",26-04-2025 18:00:00,28.5710274,77.0719006,SO2,13,36,24
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",26-04-2025 18:00:00,21.219665,81.630094,SO2,NA,NA,NA
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",26-04-2025 18:00:00,21.219665,81.630094,OZONE,NA,NA,NA
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",26-04-2025 18:00:00,21.237755,81.705301,NO2,10,19,13
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",26-04-2025 18:00:00,21.237755,81.705301,NH3,7,7,7
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",26-04-2025 18:00:00,21.237755,81.705301,OZONE,9,60,19
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",26-04-2025 18:00:00,22.06631475,83.33820077,PM2.5,65,309,175
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",26-04-2025 18:00:00,22.06631475,83.33820077,CO,24,64,27
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",26-04-2025 18:00:00,22.06631475,83.33820077,OZONE,5,82,68
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.647622,77.315809,PM2.5,8,468,260
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",26-04-2025 18:00:00,28.4706914,77.1099364,PM10,95,482,200
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",26-04-2025 18:00:00,28.4706914,77.1099364,CO,14,113,41
India,Delhi,Delhi,"Bawana, Delhi - DPCC",26-04-2025 18:00:00,28.7762,77.051074,NO2,8,102,57
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",26-04-2025 18:00:00,28.7256504,77.2011573,PM2.5,26,355,226
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",26-04-2025 18:00:00,28.7256504,77.2011573,PM10,76,427,257
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",26-04-2025 18:00:00,28.7256504,77.2011573,NO2,35,108,66
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",26-04-2025 18:00:00,30.735567,76.775714,NH3,15,22,18
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",26-04-2025 18:00:00,30.735567,76.775714,CO,34,102,41
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",26-04-2025 18:00:00,30.735567,76.775714,OZONE,3,235,147
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",26-04-2025 18:00:00,30.751462,76.762879,NH3,18,28,23
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",26-04-2025 18:00:00,30.719859,76.738637,NO2,10,111,52
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",26-04-2025 18:00:00,30.719859,76.738637,NH3,2,4,3
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",26-04-2025 18:00:00,30.719859,76.738637,SO2,10,31,18
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",26-04-2025 18:00:00,30.719859,76.738637,CO,30,104,36
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",26-04-2025 18:00:00,25.0328,85.41948,PM2.5,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",26-04-2025 18:00:00,25.892357,86.590325,SO2,4,15,10
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",26-04-2025 18:00:00,25.859655,85.77944,PM10,71,197,125
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",26-04-2025 18:00:00,24.952822,84.002396,NH3,3,6,4
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26-04-2025 18:00:00,26.1403345,85.3650192,PM10,26,64,45
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-04-2025 18:00:00,25.586562,85.043586,NO2,29,36,31
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",26-04-2025 18:00:00,25.592539,85.227158,NH3,4,11,8
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",26-04-2025 18:00:00,25.592539,85.227158,SO2,4,14,9
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",26-04-2025 18:00:00,21.185571,81.343175,PM10,27,58,38
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",26-04-2025 18:00:00,21.224231,81.40835,NO2,15,99,32
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",26-04-2025 18:00:00,22.977134,72.553024,OZONE,9,62,37
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",26-04-2025 18:00:00,23.002657,72.591912,PM2.5,33,123,73
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",26-04-2025 18:00:00,23.002657,72.591912,PM10,87,140,118
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",26-04-2025 18:00:00,23.002657,72.591912,OZONE,6,90,62
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",26-04-2025 18:00:00,23.020509,72.579261,PM10,36,78,56
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",26-04-2025 18:00:00,23.020509,72.579261,NH3,4,17,11
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",26-04-2025 18:00:00,23.020509,72.579261,CO,8,38,17
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",26-04-2025 18:00:00,23.016834,72.625775,PM10,77,124,96
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",26-04-2025 18:00:00,23.023389,72.515201,OZONE,12,73,58
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",26-04-2025 18:00:00,28.5710274,77.0719006,CO,17,165,41
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",26-04-2025 18:00:00,28.5710274,77.0719006,OZONE,2,96,76
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",26-04-2025 18:00:00,28.5627763,77.1180053,NO2,82,156,129
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",26-04-2025 18:00:00,28.6811736,77.3025234,NO2,2,69,30
India,Delhi,Delhi,"ITO, Delhi - CPCB",26-04-2025 18:00:00,28.628624,77.24106,PM2.5,51,340,217
India,Delhi,Delhi,"ITO, Delhi - CPCB",26-04-2025 18:00:00,28.628624,77.24106,PM10,61,221,154
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",26-04-2025 18:00:00,28.73282,77.170633,NH3,1,10,7
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",26-04-2025 18:00:00,28.531346,77.190156,PM10,77,289,156
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.672342,77.31526,SO2,3,35,17
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.672342,77.31526,OZONE,2,287,224
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",26-04-2025 18:00:00,28.699793,77.165453,CO,10,106,50
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",26-04-2025 18:00:00,23.107969,72.574648,PM2.5,63,168,103
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",26-04-2025 18:00:00,23.107969,72.574648,NO2,43,66,59
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",26-04-2025 18:00:00,23.107969,72.574648,NH3,2,3,3
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",26-04-2025 18:00:00,23.076793,72.627874,CO,16,30,26
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",26-04-2025 18:00:00,23.04307,72.562968,NH3,14,21,17
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",26-04-2025 18:00:00,23.04307,72.562968,SO2,8,114,31
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",26-04-2025 18:00:00,21.613267,73.010555,PM2.5,6,45,35
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",26-04-2025 18:00:00,21.613267,73.010555,NO2,72,129,85
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",26-04-2025 18:00:00,23.243639,72.68994,CO,1,51,13
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",26-04-2025 18:00:00,28.58028,77.233829,PM10,NA,NA,NA
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",26-04-2025 18:00:00,28.5918245,77.2273074,NO2,13,58,33
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",26-04-2025 18:00:00,28.611281,77.237738,NH3,14,20,17
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",26-04-2025 18:00:00,28.611281,77.237738,CO,2,131,31
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",26-04-2025 18:00:00,28.611281,77.237738,OZONE,1,310,155
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",26-04-2025 18:00:00,28.636429,77.201067,SO2,5,52,28
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",26-04-2025 18:00:00,28.563262,77.186937,PM10,80,498,277
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",26-04-2025 18:00:00,28.563262,77.186937,NH3,3,8,6
India,Delhi,Delhi,"Rohini, Delhi - DPCC",26-04-2025 18:00:00,28.732528,77.11992,NH3,8,18,11
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",26-04-2025 18:00:00,28.6514781,77.1473105,CO,4,82,47
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",26-04-2025 18:00:00,28.5504249,77.2159377,CO,14,126,40
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.710508,77.249485,NH3,6,10,8
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",26-04-2025 18:00:00,28.60909,77.0325413,PM10,NA,NA,NA
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",26-04-2025 18:00:00,28.60909,77.0325413,SO2,6,46,25
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",26-04-2025 18:00:00,28.570173,76.933762,NO2,42,146,92
India,Delhi,Delhi,"Narela, Delhi - DPCC",26-04-2025 18:00:00,28.822836,77.101981,PM2.5,37,500,291
India,Delhi,Delhi,"Narela, Delhi - DPCC",26-04-2025 18:00:00,28.822836,77.101981,PM10,104,500,320
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",26-04-2025 18:00:00,28.56789,77.250515,CO,2,107,8
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",26-04-2025 18:00:00,23.221714,72.654328,OZONE,36,38,37
India,Gujarat,Surat,"Science Center, Surat - SMC",26-04-2025 18:00:00,21.170046,72.795405,NO2,11,14,12
India,Gujarat,Surat,"Science Center, Surat - SMC",26-04-2025 18:00:00,21.170046,72.795405,SO2,39,41,40
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",26-04-2025 18:00:00,20.362421,72.918013,NH3,10,10,10
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",26-04-2025 18:00:00,22.969611,72.6435,NH3,NA,NA,NA
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",26-04-2025 18:00:00,28.623763,77.287209,NH3,6,30,10
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",26-04-2025 18:00:00,28.674045,77.131023,NO2,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - DPCC",26-04-2025 18:00:00,28.639652,77.146275,PM2.5,37,352,142
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",26-04-2025 18:00:00,15.3714823,75.1160168,PM10,46,49,47
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",26-04-2025 18:00:00,15.3714823,75.1160168,NH3,1,1,1
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",26-04-2025 18:00:00,17.336318,76.847397,PM2.5,19,51,35
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",26-04-2025 18:00:00,12.415911,75.73505,PM10,31,50,42
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",26-04-2025 18:00:00,12.415911,75.73505,NH3,1,1,1
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",26-04-2025 18:00:00,12.415911,75.73505,SO2,7,7,7
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",26-04-2025 18:00:00,12.415911,75.73505,CO,11,19,15
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",26-04-2025 18:00:00,12.21041,76.37376,PM10,28,68,44
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",26-04-2025 18:00:00,12.21041,76.37376,NH3,3,6,5
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",26-04-2025 18:00:00,12.921418,77.502466,NO2,16,17,17
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",26-04-2025 18:00:00,12.990328,77.5431385,CO,4,108,32
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",26-04-2025 18:00:00,13.0246342,77.5080115,PM10,28,418,80
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",26-04-2025 18:00:00,12.917348,77.622813,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",26-04-2025 18:00:00,12.917348,77.622813,OZONE,27,135,112
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",26-04-2025 18:00:00,11.55358,76.55521,CO,22,120,22
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",26-04-2025 18:00:00,13.428828,77.731418,PM10,50,110,76
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",26-04-2025 18:00:00,8.5637,76.8865,PM10,61,68,65
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",26-04-2025 18:00:00,8.5149093,76.9435879,PM2.5,20,74,38
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",26-04-2025 18:00:00,10.5324,76.2159,SO2,1,1,1
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",26-04-2025 18:00:00,23.264759,77.381568,PM2.5,30,97,61
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",26-04-2025 18:00:00,23.264759,77.381568,PM10,69,191,110
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",26-04-2025 18:00:00,23.210494,77.425409,PM2.5,18,97,51
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",26-04-2025 18:00:00,23.210494,77.425409,PM10,55,120,87
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",26-04-2025 18:00:00,13.428828,77.731418,NO2,12,54,27
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",26-04-2025 18:00:00,13.328028,75.797056,PM2.5,31,62,45
