country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",26-04-2025 18:00:00,26.509954,80.249612,OZONE,16,18,17
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",26-04-2025 18:00:00,26.4703136,80.3229863,PM10,NA,NA,NA
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",26-04-2025 18:00:00,28.2348927,77.8683002,NH3,1,1,1
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",26-04-2025 18:00:00,26.766433,80.927299,CO,10,34,16
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",26-04-2025 18:00:00,26.86812,81.005119,CO,39,46,45
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",26-04-2025 18:00:00,28.5898,77.3101,NH3,5,19,11
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",26-04-2025 18:00:00,28.5898,77.3101,CO,10,119,19
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",26-04-2025 18:00:00,28.5898,77.3101,OZONE,6,299,174
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",26-04-2025 18:00:00,28.56923,77.393848,PM2.5,32,301,177
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",26-04-2025 18:00:00,25.425602,81.917152,PM10,28,160,110
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",26-04-2025 18:00:00,25.494,81.863,NH3,3,5,5
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26-04-2025 18:00:00,26.90723,80.98579,SO2,17,31,18
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",26-04-2025 18:00:00,26.8458805,80.9365541,NH3,10,25,17
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",26-04-2025 18:00:00,26.8458805,80.9365541,OZONE,9,53,46
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",26-04-2025 18:00:00,23.567923,87.306843,CO,20,40,27
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",26-04-2025 18:00:00,23.508764,87.35444,PM10,43,201,118
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",26-04-2025 18:00:00,23.508764,87.35444,NO2,11,71,31
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",26-04-2025 18:00:00,22.06047,88.109737,NH3,4,5,4
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",26-04-2025 18:00:00,22.6025571,88.3105664,CO,18,34,24
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",26-04-2025 18:00:00,22.611968,88.347422,SO2,8,13,10
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",26-04-2025 18:00:00,22.5687319,88.2797276,CO,5,38,21
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",26-04-2025 18:00:00,22.58157048,88.41002457,SO2,4,10,7
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",26-04-2025 18:00:00,22.58157048,88.41002457,CO,22,24,22
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",26-04-2025 18:00:00,22.58157048,88.41002457,OZONE,19,27,24
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",26-04-2025 18:00:00,22.55664,88.342674,CO,22,29,24
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",26-04-2025 18:00:00,22.49929,88.36917,PM10,49,82,65
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",26-04-2025 18:00:00,22.49929,88.36917,CO,15,20,18
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",26-04-2025 18:00:00,22.627847,88.380669,NH3,13,14,14
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",26-04-2025 18:00:00,22.627847,88.380669,SO2,13,16,15
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",26-04-2025 18:00:00,22.51106,88.35142,CO,8,12,11
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",26-04-2025 18:00:00,22.5448082,88.3403691,PM2.5,20,52,36
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",26-04-2025 18:00:00,22.5448082,88.3403691,NH3,4,5,5
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",26-04-2025 18:00:00,26.6879226,88.4152495,OZONE,26,61,47
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",26-04-2025 18:00:00,17.72,83.3,PM2.5,26,81,47
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",26-04-2025 18:00:00,17.72,83.3,PM10,56,236,100
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",26-04-2025 18:00:00,17.72,83.3,NH3,1,2,1
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",26-04-2025 18:00:00,27.103358,93.679645,PM2.5,NA,NA,NA
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",26-04-2025 18:00:00,27.103358,93.679645,CO,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26-04-2025 18:00:00,26.071318,91.87488,PM2.5,32,335,182
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26-04-2025 18:00:00,26.071318,91.87488,PM10,28,200,110
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26-04-2025 18:00:00,26.071318,91.87488,NO2,7,32,17
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26-04-2025 18:00:00,26.071318,91.87488,SO2,28,34,31
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26-04-2025 18:00:00,26.071318,91.87488,OZONE,22,53,38
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26-04-2025 18:00:00,26.2028636,91.70046436,PM10,46,106,76
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",26-04-2025 18:00:00,27.308328,84.531742,NO2,3,8,6
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",26-04-2025 18:00:00,27.308328,84.531742,CO,24,114,72
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",26-04-2025 18:00:00,26.63086,84.90051,PM2.5,NA,NA,NA
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",26-04-2025 18:00:00,26.63086,84.90051,NH3,3,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",26-04-2025 18:00:00,26.63086,84.90051,SO2,4,19,11
India,Bihar,Munger,"Town Hall, Munger - BSPCB",26-04-2025 18:00:00,25.376776,86.471523,PM2.5,35,117,72
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26-04-2025 18:00:00,26.11442,85.39813,PM10,95,333,173
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26-04-2025 18:00:00,26.11442,85.39813,NO2,5,51,21
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",26-04-2025 18:00:00,25.265194,87.012947,OZONE,1,21,15
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",26-04-2025 18:00:00,25.204762,85.51496,PM2.5,NA,NA,NA
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",26-04-2025 18:00:00,25.204762,85.51496,NH3,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",26-04-2025 18:00:00,25.7808257,84.7446768,PM10,44,169,97
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",26-04-2025 18:00:00,25.7808257,84.7446768,NO2,110,123,116
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",26-04-2025 18:00:00,24.7955,84.9994,NO2,6,15,10
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",26-04-2025 18:00:00,24.792403,84.992416,PM10,59,292,148
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26-04-2025 18:00:00,26.446912,91.439057,OZONE,11,18,14
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26-04-2025 18:00:00,26.987634,94.636574,NO2,15,24,18
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26-04-2025 18:00:00,26.146529,87.454184,PM2.5,48,322,105
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26-04-2025 18:00:00,26.146529,87.454184,SO2,27,40,32
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",26-04-2025 18:00:00,25.5626095,84.663264,OZONE,2,137,99
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",26-04-2025 18:00:00,24.75746,84.366208,PM10,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",26-04-2025 18:00:00,14.675886,77.593027,PM10,36,74,53
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",26-04-2025 18:00:00,14.675886,77.593027,NO2,25,109,39
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",26-04-2025 18:00:00,13.20488,79.097889,NH3,6,7,6
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",26-04-2025 18:00:00,14.465052,78.824187,NH3,7,8,7
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",26-04-2025 18:00:00,13.67,79.35,NO2,9,35,17
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",26-04-2025 18:00:00,13.67,79.35,SO2,2,15,8
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",26-04-2025 18:00:00,13.67,79.35,CO,11,42,25
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",26-04-2025 18:00:00,16.536107,80.594233,PM2.5,39,68,50
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",26-04-2025 18:00:00,16.536107,80.594233,NO2,13,22,14
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",26-04-2025 18:00:00,16.486692,80.699436,PM2.5,51,66,58
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",26-04-2025 18:00:00,16.486692,80.699436,SO2,11,22,14
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",26-04-2025 18:00:00,24.762518,84.982348,PM2.5,17,85,51
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",26-04-2025 18:00:00,24.762518,84.982348,CO,14,59,20
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",26-04-2025 18:00:00,25.560083,87.553265,PM10,35,84,61
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",26-04-2025 18:00:00,25.560083,87.553265,SO2,12,33,21
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",26-04-2025 18:00:00,26.0881305,87.93840336,SO2,6,9,7
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",26-04-2025 18:00:00,25.42742023,86.13886079,SO2,1,53,34
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26-04-2025 18:00:00,26.80365,84.51954,NH3,5,6,6
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",26-04-2025 18:00:00,25.251013,86.989001,PM10,34,112,59
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",26-04-2025 18:00:00,25.265194,87.012947,PM2.5,37,312,111
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",26-04-2025 18:00:00,11.654054,92.734055,CO,10,33,19
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",26-04-2025 18:00:00,16.5150833,80.5181667,NO2,36,57,43
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",26-04-2025 18:00:00,16.5150833,80.5181667,NH3,1,2,2
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",26-04-2025 18:00:00,16.5150833,80.5181667,OZONE,2,34,24
India,Assam,Guwahati,"IITG, Guwahati - PCBA",26-04-2025 18:00:00,26.2028636,91.70046436,NO2,1,6,2
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26-04-2025 18:00:00,26.10887,91.589544,NO2,15,20,18
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26-04-2025 18:00:00,26.10887,91.589544,SO2,10,15,12
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26-04-2025 18:00:00,26.181742,91.78063,CO,26,102,28
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",26-04-2025 18:00:00,22.118125,83.140608,CO,28,42,35
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",26-04-2025 18:00:00,22.118125,83.140608,OZONE,21,86,63
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",26-04-2025 18:00:00,22.368195,82.746431,NO2,22,51,27
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",26-04-2025 18:00:00,22.368195,82.746431,SO2,17,99,30
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",26-04-2025 18:00:00,22.368195,82.746431,CO,30,60,40
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",26-04-2025 18:00:00,22.12665,83.483212,NO2,28,53,39
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",26-04-2025 18:00:00,21.258815,81.578979,SO2,3,15,7
India,Bihar,Patna,"Muradpur, Patna - BSPCB",26-04-2025 18:00:00,25.619651,85.147382,PM2.5,68,498,288
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",26-04-2025 18:00:00,25.599486,85.113666,SO2,3,4,4
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",26-04-2025 18:00:00,25.599486,85.113666,CO,7,194,26
India,Bihar,Patna,"Samanpura, Patna - BSPCB",26-04-2025 18:00:00,25.596727,85.085624,PM2.5,79,312,224
India,Bihar,Patna,"Samanpura, Patna - BSPCB",26-04-2025 18:00:00,25.596727,85.085624,NO2,39,52,45
India,Bihar,Patna,"Samanpura, Patna - BSPCB",26-04-2025 18:00:00,25.596727,85.085624,NH3,6,7,6
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",26-04-2025 18:00:00,25.366336,87.117468,NO2,16,22,19
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",26-04-2025 18:00:00,21.219665,81.630094,NO2,NA,NA,NA
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",26-04-2025 18:00:00,21.219665,81.630094,CO,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",26-04-2025 18:00:00,21.371751,81.664929,PM2.5,44,297,121
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",26-04-2025 18:00:00,21.371751,81.664929,PM10,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",26-04-2025 18:00:00,21.371751,81.664929,OZONE,5,28,20
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",26-04-2025 18:00:00,22.06631475,83.33820077,PM10,113,397,202
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",26-04-2025 18:00:00,21.194815,81.31477,SO2,10,30,19
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",26-04-2025 18:00:00,21.194815,81.31477,CO,10,56,12
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",26-04-2025 18:00:00,21.185571,81.343175,PM2.5,31,59,40
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",26-04-2025 18:00:00,21.185571,81.343175,OZONE,9,22,20
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",26-04-2025 18:00:00,22.118125,83.140608,PM10,65,127,93
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",26-04-2025 18:00:00,22.118125,83.140608,NH3,7,7,7
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",26-04-2025 18:00:00,26.2271665,84.3570427,CO,64,108,82
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",26-04-2025 18:00:00,30.735567,76.775714,PM10,19,92,50
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",26-04-2025 18:00:00,30.735567,76.775714,NO2,17,142,64
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",26-04-2025 18:00:00,30.751462,76.762879,PM10,46,122,86
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",26-04-2025 18:00:00,21.194815,81.31477,PM10,36,63,48
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",26-04-2025 18:00:00,28.5512005,77.2735737,PM2.5,53,360,226
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",26-04-2025 18:00:00,28.5512005,77.2735737,PM10,106,461,295
India,Delhi,Delhi,"DTU, Delhi - CPCB",26-04-2025 18:00:00,28.7500499,77.1112615,PM10,94,500,301
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",26-04-2025 18:00:00,28.498571,77.26484,NH3,1,9,6
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",26-04-2025 18:00:00,28.498571,77.26484,SO2,5,52,27
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.647622,77.315809,NO2,45,203,135
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.647622,77.315809,NH3,3,19,9
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.695381,77.181665,PM2.5,42,410,267
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.695381,77.181665,PM10,102,464,296
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.695381,77.181665,NO2,23,158,97
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.695381,77.181665,SO2,7,50,24
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",26-04-2025 18:00:00,25.0328,85.41948,NO2,8,10,9
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",26-04-2025 18:00:00,25.892357,86.590325,NO2,5,8,7
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",26-04-2025 18:00:00,25.892357,86.590325,CO,15,102,55
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",26-04-2025 18:00:00,26.2271665,84.3570427,PM2.5,25,143,73
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26-04-2025 18:00:00,26.11442,85.39813,OZONE,9,189,152
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26-04-2025 18:00:00,26.1403345,85.3650192,CO,74,124,105
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",26-04-2025 18:00:00,25.586562,85.043586,NH3,2,3,3
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",26-04-2025 18:00:00,23.243639,72.68994,OZONE,4,174,120
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",26-04-2025 18:00:00,23.221714,72.654328,PM2.5,30,50,42
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",26-04-2025 18:00:00,23.221714,72.654328,CO,24,27,25
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",26-04-2025 18:00:00,20.362421,72.918013,SO2,33,38,35
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",26-04-2025 18:00:00,20.362421,72.918013,OZONE,2,2,2
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",26-04-2025 18:00:00,22.969611,72.6435,NO2,NA,NA,NA
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",26-04-2025 18:00:00,28.422681,77.148944,PM10,82,262,142
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",26-04-2025 18:00:00,28.422681,77.148944,NO2,5,122,50
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",26-04-2025 18:00:00,28.530785,77.271255,PM10,86,476,292
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",26-04-2025 18:00:00,28.530785,77.271255,NO2,51,245,143
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",26-04-2025 18:00:00,28.623763,77.287209,PM10,105,439,267
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",26-04-2025 18:00:00,28.623763,77.287209,CO,59,107,74
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",26-04-2025 18:00:00,28.674045,77.131023,SO2,NA,NA,NA
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",26-04-2025 18:00:00,28.674045,77.131023,OZONE,4,17,9
India,Delhi,Delhi,"Pusa, Delhi - DPCC",26-04-2025 18:00:00,28.639652,77.146275,NO2,97,172,128
India,Delhi,Delhi,"Pusa, Delhi - DPCC",26-04-2025 18:00:00,28.639652,77.146275,CO,8,80,16
India,Delhi,Delhi,"Pusa, Delhi - IMD",26-04-2025 18:00:00,28.63611,77.173332,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IMD",26-04-2025 18:00:00,28.63611,77.173332,NO2,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IMD",26-04-2025 18:00:00,28.63611,77.173332,OZONE,77,138,118
India,Delhi,Delhi,"Rohini, Delhi - DPCC",26-04-2025 18:00:00,28.732528,77.11992,PM10,107,500,337
India,Delhi,Delhi,"Rohini, Delhi - DPCC",26-04-2025 18:00:00,28.732528,77.11992,SO2,2,97,20
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",26-04-2025 18:00:00,28.6514781,77.1473105,PM2.5,24,398,235
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",26-04-2025 18:00:00,28.5504249,77.2159377,PM10,105,500,256
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",26-04-2025 18:00:00,28.5504249,77.2159377,SO2,37,46,41
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.710508,77.249485,NO2,16,160,70
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.710508,77.249485,CO,18,128,33
India,Delhi,Delhi,"Mundka, Delhi - DPCC",26-04-2025 18:00:00,28.684678,77.076574,CO,16,98,23
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",26-04-2025 18:00:00,28.60909,77.0325413,NH3,7,9,8
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",26-04-2025 18:00:00,28.56789,77.250515,PM10,84,385,217
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",26-04-2025 18:00:00,28.56789,77.250515,NH3,5,16,8
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",26-04-2025 18:00:00,28.6573814,77.1585447,PM10,194,415,275
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",26-04-2025 18:00:00,28.6573814,77.1585447,NO2,131,231,169
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",26-04-2025 18:00:00,28.6573814,77.1585447,CO,69,123,69
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",26-04-2025 18:00:00,23.016834,72.625775,PM2.5,68,140,89
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",26-04-2025 18:00:00,23.016834,72.625775,NH3,7,8,8
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",26-04-2025 18:00:00,23.016834,72.625775,SO2,24,106,52
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",26-04-2025 18:00:00,23.016834,72.625775,OZONE,4,90,67
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",26-04-2025 18:00:00,23.023389,72.515201,NH3,2,3,3
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",26-04-2025 18:00:00,28.58028,77.233829,NO2,33,172,91
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",26-04-2025 18:00:00,28.588333,77.221667,PM10,61,176,106
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",26-04-2025 18:00:00,28.588333,77.221667,SO2,1,29,12
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",26-04-2025 18:00:00,28.636429,77.201067,NH3,4,7,6
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.672342,77.31526,PM10,NA,NA,NA
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",26-04-2025 18:00:00,28.672342,77.31526,CO,27,107,55
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",26-04-2025 18:00:00,28.699793,77.165453,NO2,64,259,159
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",26-04-2025 18:00:00,22.977134,72.553024,PM10,NA,NA,NA
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",26-04-2025 18:00:00,21.613267,73.010555,CO,42,45,44
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",26-04-2025 18:00:00,23.163798,72.677768,PM2.5,67,194,95
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",26-04-2025 18:00:00,23.243639,72.68994,SO2,8,85,20
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",26-04-2025 18:00:00,28.5627763,77.1180053,OZONE,6,135,98
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",26-04-2025 18:00:00,30.943887,76.801991,PM2.5,15,163,45
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",26-04-2025 18:00:00,30.943887,76.801991,OZONE,21,186,152
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",26-04-2025 18:00:00,34.066206,74.81982,PM2.5,49,73,60
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",26-04-2025 18:00:00,23.80569,86.44268,OZONE,15,65,58
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",26-04-2025 18:00:00,16.172806,75.659694,PM2.5,33,34,33
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",26-04-2025 18:00:00,16.172806,75.659694,PM10,45,46,46
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",26-04-2025 18:00:00,16.172806,75.659694,NH3,1,2,1
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",26-04-2025 18:00:00,16.172806,75.659694,SO2,7,7,7
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",26-04-2025 18:00:00,16.172806,75.659694,OZONE,10,16,16
